award_id	award_name
175235	Chicago Film Critics Association Award for Best Supporting Actor
7569444	Southeastern Film Critics Association Award for Best Actor
1062026	MTV Movie Award for Best Villain
2418096	Goya Award for Best European Film
27500599	Czech Lion for Best Editing
1170500	Independent Spirit Award for Best First Feature
28782509	Ophir Award for Best Original Music
1062019	MTV Movie Award for Best Breakthrough Performance
1794567	Preis der deutschen Filmkritik
16020748	FIPRESCI Prize at Berlinale
4220900	MTV Movie Award for Best On-Screen Duo
5894548	Hong Kong Film Award for Best Cinematography
17500985	Golden Horse Award for Best Supporting Actress
812332	Bavarian TV Awards
27535396	Ophir Award for Best Supporting Actress
18693595	Risto Jarva Award
1868921	London Film Critics Circle Award for Actress of the Year
1414566	Filmfare Critics Award for Best Actress
1377752	European Film Award for Best Documentary
6393457	Kerala State Film Award for Best Screenplay
2607192	Czech Lion for Best Supporting Actor
389636	Filmfare Award for Best Performance in a Negative Role
2294705	Independent Spirit Award for Best Supporting Female
1320315	Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Supporting Role
158428	Stockholm International Film Festival
39543186	Silver George for Best Director
832127	César Award for Best Documentary Film
2000087	Goya Award for Best Editing
2620100	Academy of Canadian Cinema and Television Award for Best Motion Picture
654620	Screen Actors Guild Award for Outstanding Performance by a Male Actor in a Leading Role
22342909	Premios CEC
1408677	Annecy International Animation Film Festival
6736646	Mainichi Film Award for Best Animation Film
601549	Saturn Award for Best Performance by a Younger Actor
2708642	Goya Award for Best New Actor
4631343	Filmfare Critics Award for Best Actor
3703454	David di Donatello for Best Cinematography
377293	Tony Award for Best Direction of a Musical
1348378	Tony Award for Best Costume Design
28867014	Golden Reel Award for Best Sound Editing: Music in a Feature Film
1129487	Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Leading Role
114347999	Butaca Award for best Catalan film actress
3870558	Nastro d'Argento Special
4220897	MTV Movie Award for Best Dance Sequence
27230322	Ophir Award for Best Actress
4745055	American Society of Cinematographers Award for Outstanding Achievement in Cinematography in Theatrical Releases
748018	MTV Movie Award for Best Action Sequence
3841639	MTV Movie Award for Most Desirable Female
4220898	MTV Movie Award for Best Female Performance
116600590	Prize of the Ecumenical Jury Cannes
5894551	Hong Kong Film Award for Best Actor
4722629	Hong Kong Film Award for Best Film
7096158	Open Palm Award
518675	Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture
1260789	Screen Actors Guild Award for Outstanding Performance by a Male Actor in a Supporting Role
922348	Broadcast Film Critics Association Award for Best Supporting Actor
1713744	Jupiter Awards
5569374	Producers Guild of America Award for Best Theatrical Motion Picture
3703460	David di Donatello for Best Score
6978540	National Society of Film Critics Award for Best Foreign Language Film
1377772	European Film Award for Best Non-European Film
24112	César Award for Best Producer
19819292	Genie Award for Best Actress in a Supporting Role
3822438	Butaca Awards
922322	Critics' Choice Movie Award for Best Actor
2327984	Goya Award for Best Original Music
1043431	Tokyo International Film Festival
22235305	Academy Award for Best Original Musical or Comedy Score
448468	Bavarian Film Awards
9062425	Turia Awards
2634221	Goya Award for Best New Actress
17001476	London Film Critics Circle Award for British Actor of the Year
922273	Broadcast Film Critics Association Award for Best Supporting Actress
1398170	National Film Award – Special Jury Award / Special Mention
506565	Los Angeles Film Critics Association Award for Best Supporting Actor
2092962	Satellite Award for Best Director
10311458	Nihon SF Taisho Award
367996	Screen Award for Best Supporting Actor
2694852	Filmfare Award for Best Screenplay
734036	MTV Movie Award for Best Fight
3473903	Satellite Award for Best Editing
1749539	Satellite Award for Best Visual Effects
1967129	National Film Award for Best Art Direction
453745	Amanda Awards
55639519	Czech Lion Award for Best Screenplay
20106093	Best foreign work published in Spain
1557165	Czech Lion for Best Cinematography
2348108	Satellite Award for Best Supporting Actress – Motion Picture
1377753	European Film Academy Achievement in World Cinema Award
765404	Satellite Award for Best Original Screenplay
828289	Broadcast Film Critics Association Award for Best Foreign Language Film
2906822	Blockbuster Entertainment Awards
3404611	François Chalais Prize
1535145	Golden Raspberry Award for Worst Screen Couple/Ensemble
17053510	ARIA Award for Best Original Soundtrack, Cast or Show Album
20252544	Jussi Award for Best Debut
2607183	Czech Lion Award for Best Actor in Leading Role
1638207	Satellite Award for Best Cinematography
1204819	German Film Award for Best No-German Film
5461346	Florida Film Critics Circle Award for Best Cast
3910472	Bram Stoker Award for Best Screenplay
3404984	Lumières Award for Best Screenplay
628637	European Film Award – People's Choice Award for Best European Film
511230	Lumières Award for Best Actress
17500980	Golden Horse Award for Best Original Film Score
1659569	NAACP Image Award for Outstanding Supporting Actress in a Motion Picture
697007	National Board of Review Award for Best Cast
2024475	Online Film Critics Society Award for Best Cast
4796784	Art Directors Guild Award for Excellence in Production Design for a Feature Film
5412594	Jameson People's Choice Award for Best Actress
3667644	Chicago Film Critics Association Award for Best Original Score
2357620	Satellite Award for Best Original Score
3827280	Las Vegas Film Critics Society Award for Best Song
3965593	Southeastern Film Critics Association Award for Best Supporting Actor
649232	Satellite Award for Best Art Direction and Production Design
1377763	European Film Award for European Discovery of the Year
1627408	Satellite Award for Best Actor – Motion Picture
1377773	European Film Award - People's Choice Award for Best Director
1075366	Chlotrudis Award for Best Adapted Screenplay
5412592	Jameson People's Choice Award for Best Actor
566905	Annie Award
5261137	Satellite Award for Best Actress – Motion Picture Musical or Comedy
21296535	Best Performance in a Feature Film - Supporting Young Actor
3473889	Satellite Award for Best Cast – Motion Picture
1231643	Saturn Award for Best Animated Film
20649197	Yūjirō Ishihara Newcomer Award
5894564	Hong Kong Film Award for Best New Performer
1535550	Golden Calf for Best Feature Film
17078947	Metro Manila Film Festival Award for Best Director
28792027	Chicago International Film Festival Awards
17079098	Metro Manila Film Festival Award for Best Supporting Actor
6952068	NAACP Image Award for Outstanding Performance in a Youth/Children's Series or Special
786357	Premios Ondas
106800	Academy Award for Best Animated Feature
1535563	Golden Calf for Best Script
2607179	Czech Lion for Best Director
905413	MTV Movie Award for Best Performance
28782580	Ophir Award for Best Leading Actor
24275934	Teen Choice Award for Choice Movie: Chemistry
18358738	Blue Ribbon Awards for Best Actress
1171956	Independent Spirit Award for Best First Screenplay
17011060	Teen Choice Award for Best Villain
6718743	MTV Movie Award for Best Cameo
1636955	Nastro d'Argento
10510496	Guldantennen
1773951	Empire Award for Best Actor
2682442	Bodil Award for Best Documentary
3724813	Empire Award for Best Actress
27087824	Armenian SSR State Prize
16086675	Teodor Tsaric Award
11066787	Filmfare Award for Best Female Debut
96377919	Filmfare Critics Award for Best Actress – South
2603334	Zee Cine Award for Best Music Director
492560	IIFA Award for Best Music Director
1414560	Filmfare Award for Best Art Direction
4146626	N.K. Krupskaya's state award
5449087	Filmfare Award for Best Film – Telugu
1798650	National Film Award for Best Feature Film in Telugu
5449065	Filmfare Award for Best Actor – Tamil
6393469	Kerala State Film Award for Second Best Film
5449077	Filmfare Award for Best Director – Telugu
7681326	Tamil Nadu State Film Award for Best Actor
16020749	FIPRESCI Prize of the Festival de Toronto
5449116	Filmfare Special Award – South
13632304	FAMAS Award for Best Supporting Actor
1528041	Jussi Award for Best Film
28782485	Ophir Award for Best Editing
25490075	Ophir Award for best feature film
17011108	Teen Choice Award for Choice Hissy Fit
3114260	grand prix du meilleur scénariste
1075354	Chlotrudis Award for Best Supporting Actress
17010139	People's Choice Award for Favorite Movie Actress
4939862	Bollywood Movie Award – Most Sensational Actress
6585353	Thailand National Film Association Awards
494443	Online Film Critics Society Award for Best Breakthrough Performance
1071888	Chicago Film Critics Association Award for Best Actress
494414	Online Film Critics Society Award for Best Original Score
7413657	San Diego Film Critics Society Award for Best Supporting Actress
1464670	Online Film Critics Society Award for Best Actress
1056240	Hugo Award for Best Dramatic Presentation, Long Form
922396	Broadcast Film Critics Association Award for Best Cast
18694114	Finnish National Prize
3481649	Edda Award for Best Leading Actor or Actress
11700336	Silver Condor Awards
4835466	BET Award for Best Actor & Actress
891482	Bollywood Movie Award – Best Music Director
569979	BAFTA Award for Best Newcomer
20182201	Zee Cine Award-Lux Face of the Year
110281602	Filmfare Critics Award for Supporting Best Actress
1342719	Zee Cine Award for Best Actor in a Supporting Role – Female
5335757	Edda Award for Best Director
113411356	Dovzhenko Gold Medal
24904742	Robert Award for Best Documentary Short
17172665	Crystal Simorgh for Best Supporting Actress
16074092	Crystal Simorgh for Best Director
17172680	Crystal Simorgh for Best Screenplay
17172663	Crystal Simorgh for Best Actor
17172682	Crystal Simorgh for Best Score
17172670	Crystal Simorgh for Best Film Editing
17172667	Crystal Simorgh for Best Supporting Actor
26182988	Turia Award for Best Actor
174673	Polish Academy Award for Best Director
5579155	Golden Arena for Best Screenplay
2601187	Young Artist Award for Best Leading Young Actor in a Feature Film
922263	Critics' Choice Movie Award for Best Director
7826362	Toronto Film Critics Association Award for Best Director
10761808	Toronto Film Critics Association Award for Best Actor
96382225	International Film Music Critics Association Award for Best Original Score for a Documentary
10354961	Prêmio Governador do Estado
11789125	Satellite Award for Best Actor in a Musical or Comedy
109875823	Critics' Choice Movie Award for Best Adapted Screenplay
3910543	Independent Spirit John Cassavetes Award
5449062	Filmfare Award for Best Actor – Telugu
6963238	Nandi Award for Best Actress
5449066	Filmfare Award for Best Actress – Telugu
5449071	Filmfare Award for Best Actress – Tamil
5449074	Filmfare Award for Best Director – Tamil
17008202	Kerala State Film Award for Best Child Artist
3405570	prix de la jeunesse
20076657	Golden Arena for Best Supporting Actor
212828	Goya Awards
187300	Prix Goncourt
1576451	Thessaloniki International Film Festival
4835655	BIFA Award for Best Performance by an Actress in a British Independent Film
24838731	Golden Bauhinia Award for Best Actor
4835654	BIFA Award for Best Performance by an Actor in a British Independent Film
96474691	award for best leading actor
6393447	Kerala State Film Award for Best Dubbing Artist
5449076	Filmfare Award for Best Director – Malayalam
6393468	Kerala State Film Award for Second Best Actress
108256645	Max Ophüls Award
61128080	Gran pri Naisa
5579756	Golden Rooster Award for Best Director
1075371	Chlotrudis Award for Best Cinematography
910299	New York Film Critics Circle Award for Best Cinematography
18234435	Hong Kong Film Award for Best Original Film Song
6393427	Kerala State Film Award for Best Actress
5971219	IIFA Award for Star Debut of the Year – Male
492564	IIFA Award for Best Supporting Actor
891487	Bollywood Movie Award – Best Story
4939859	Bollywood Movie Award – Critics Award Male
5971221	IIFA Award for Star Debut of the Year – Female
1637723	IIFA Award for Best Costume Design
5971210	IIFA Award for Best Story
967577	Molière Awards
5449091	Filmfare Award for Best Film – Tamil
3591629	Stallion of Yennenga
290568	Étoile de cristal
4836791	BUFF International Film Festival
2568877	Vienna Film Award
5449078	Filmfare Award for Best Documentary
6372903	Karnataka State Film Award for Best Supporting Actor
7209847	Polish Academy Award for Best Production Design
547575	Polish Academy Award for Best Costume Design
12808473	Golden Orange Best Film Director Award
5449064	Filmfare Award for Best Actress – Malayalam
93722990	UCIN Award for Best Actress
18110434	BFJA Awards for Best Actress
891500	Bollywood Movie Award – Best Costume Designer
8068397	Zee Cine Award for Best Cinematography
1468372	IIFA Award for Best Actress
5971197	IIFA Award for Best Cinematography
1653819	IIFA Award for Best Choreography
4939856	Bollywood Movie Award – Best Supporting Actress
660520	Screen Award for Best Actress
4939838	Bollywood Movie Award – Best Actress
1264598	Screen Award for Jodi No. 1
2603311	Zee Cine Award for Best Actor – Female
17006221	Zee Cine Award for Best Choreography Award
2603349	Zee Cine Award for Best Film
891478	Bollywood Movie Award – Best Choreography
1967131	National Film Award for Best Choreography
4939845	Bollywood Movie Award – Best Film
1414587	Filmfare RD Burman Award for New Music Talent
1236381	Screen Award for Best Supporting Actress
5971192	IIFA Award for Best Art Direction
1967211	National Film Award for Best Costume Design
5971213	IIFA Award for Best Sound Recording
492578	IIFA Award for Best Supporting Actress
1240387	Zee Cine Award for Best Director
4939836	Bollywood Movie Award – Best Actor
891486	Bollywood Movie Award – Best Director
1566322	Screen Award for Best Actor
1653830	IIFA Award for Best Director
1653839	IIFA Award for Best Actor
663255	Zee Cine Award for Best Actor – Male
55639515	Czech Lion Award for Best Film Poster
97474308	Blue Dragon Film Award for Best Actor
1445524	Young Artist Award for Best Leading Young Actress in a Feature Film
1817233	Robert Award for Best Director
3703459	David di Donatello for Best Editing
4769236	Annie Award for Writing in a Feature Production
1471837	Los Angeles Film Critics Association Award for Best Animated Film
4769231	Annie Award for Directing in a Feature Production
5449067	Filmfare Award for Best Art Director – South
6963246	Nandi Award for Best Choreographer
6963273	Nandi Award for Best Story Writer
1967146	National Film Award for Best Supporting Actress
922226	Broadcast Film Critics Association Award for Best Actress
283473	National Film Award for Best Editing
1314838	National Film Award for Best Female Playback Singer
1967170	National Film Award for Best Feature Film in Marathi
922229	Broadcast Film Critics Association Award for Best Young Performer
6963270	Nandi Award for Best Screenplay Writer
6963289	Nandi Special Jury Award
5449075	Filmfare Award for Best Director – Kannada
4782150	Apsara Award for Best Actor in a Leading Role
429290	National Film Award for Best Film on Other Social Issues
4782156	Apsara Award for Best Director
1661436	Indira Gandhi Award for Best First Film of a Director
1075353	Chlotrudis Award for Best Actress
7414009	San Francisco Bay Area Film Critics Circle Award for Best Actress
6393467	Kerala State Film Award for Second Best Actor
13651847	Nandi Award for Best Actor
1071890	Chicago Film Critics Association Award for Best Supporting Actress
20649538	Mainichi Film Award for Best Art Direction
6963259	Nandi Award for Best Feature Film
10937056	Hundred Flowers Award for Best Supporting Actor
6963247	Nandi Award for Best Cinematographer
56318923	Cinema Brazil Grand Prize for Best Actor
1127473	Outfest
20054261	State Prize of the Azerbaijan SSR
3775029	Filmfare Awards South
17636927	Nastro d'Argento for Best Editing
3910508	Flaiano Prize
932947	Lumières Award for Best Actor
880492	Black Reel Awards
2278467	Kinotavr
520905	British Independent Film Awards 2002
3772363	Globo d'oro for best direction
1407205	Baden-Baden Festival of TV Films
2102534	Polish Academy Award for Best Supporting Actress
3786334	Hollywood Actress Award
18681625	Hollywood Film Awards
18154814	Teen Choice Award for Choice Movie - Drama
290627	Golden stars of French cinema
891488	Bollywood Movie Award – Best Male Debut
165942	Zee Cine Award for Best Male Debut
17005736	London Film Critics Circle Award for British Actress of the Year
3647639	Busto Arsizio Film Festival
50848743	Biznaga de Plata award to best actress
2603352	Zee Cine Award for Best Actor in a Comic Role
115689778	Barcelona Film Award for Best Actress
109376880	Brazilian Cinema Grand Prize for Best Director
7601590	Stardust Award for Breakthrough Performance – Male
1453733	Robert Award
7414012	San Francisco Film Critics Circle Award for Best Director
2024470	Online Film Critics Society Award for Best Costume Design
7826358	Toronto Film Critics Association Award for Best Actress
28837118	Fangoria Chainsaw Award for Best Actress
1409022	Guldbagge Award for Best Actor in a Leading Role
7186863	Phoenix Film Critics Society Award for Best Supporting Actress
5528416	Gawad Urian Awards
18693450	Jussi Award for Best Documentary
5729437	Golden Biznaga
48865347	Cinema Brazil Grand Prize for Best Supporting Actress
4969370	British Academy Children's Awards
28782550	The Ophir Award for Best Costume Design
25490138	Ophir Award - Best Actor
678413	Deutscher Fernsehpreis
382780	Nandi Awards
7971822	Washington D.C. Area Film Critics Association Award for Best Supporting Actress
3053233	Empire Award for Best Newcomer
21096117	Young Artist Award for Best Performance in a Feature Film - Young Ensemble Cast
21097809	Young Artist Award for Best Performance in a Feature Film - Young Actor Age Ten or Younger
21096109	Phoenix Film Critics Society Award for Best Performance by a Youth in a Lead or Supporting Role - Male
21096107	Critics' Choice Award for Best Young Actor
24905560	Karnataka State Jury's Special Award
4873659	Bavarian Film Awards (Production Design)
1026994	Caligari Award
3473910	Satellite Award for Best Sound
182366	Nordic Council Film Prize
844232	Hong Kong Film Critics Society Award
1401882	Golden Calf for Best Long Documentary
7971816	Washington D.C. Area Film Critics Association Award for Best Ensemble
17378147	Byelorussian SSR State Prize
7413643	San Diego Film Critics Society Award for Best Actress
7971807	Washington D.C. Area Film Critics Association Award for Best Actress
5461347	Florida Film Critics Circle Award for Best Actress
7681353	Tamil Nadu State Film Awards
18110437	BFJA Awards for Best Supporting Actress
18359008	Japan Academy Prize for Best Film Editing
24579088	Annie Award for Best Character Animation
4023390	11th Japan Academy Prize
3703468	David di Donatello for Best Supporting Actress
1414485	Filmfare Award for Best Background Score
977167	Zee Cine Award for Best Background Music
1467554	Goya Award for Best Film
1535466	Golden Sparrow - German Children's Film and Media Festival
19395	César Award for Best Film from the European Union
7681339	Tamil Nadu State Film Award for Best Director
1479972	Neues Deutsches Kino award
17011392	Visual Effects Society Award for Outstanding Visual Effects in an Effects Driven Feature Motion Picture
3827284	Las Vegas Film Critics Society Award for Best Supporting Actress
630653	Zee Cine Award for Best Lyricist
891504	Bollywood Movie Award – Critics Award Female
10535566	Ingmar Bergman Award
2330747	Joseph Plateau Award
1967186	National Film Award for Best Film on Family Welfare
894596	Boston Society of Film Critics Award for Best Actress
1075356	Chlotrudis Award for Best Director
5095598	Chicago Film Critics Association Award for Best Screenplay
546160	Chlotrudis Award for Best Original Screenplay
7914164	Vancouver Film Critics Circle Award for Best Film
494457	Online Film Critics Society Award for Best Original Screenplay
7414008	San Francisco Film Critics Circle Award for Best Actor
386602	Online Film Critics Society Award for Best Actor
7826365	Toronto Film Critics Association Award for Best Film
3667643	Chicago Film Critics Association Award for Best Cinematography
7569452	Southeastern Film Critics Association Award for Best Original Screenplay
7971813	Washington D.C. Area Film Critics Association Award for Best Director
7971819	Washington D.C. Area Film Critics Association Award for Best Original Screenplay
5461357	Florida Film Critics Circle Award for Best Screenplay
2102539	Polish Academy Award for Best Supporting Actor
7209844	Polish Academy Audience Award
11886696	Jussi Award for Best Art Direction
4824167	Australian Film Institute International Award for Best Actress
6104736	Golden Orange Award Best FILM
17984817	Empire Award for Best Male Newcomer
2057262	Goya Award for Best Sound
19409	Hong Kong Film Awards
17500978	Golden Horse Award for Best Action Choreography
332869	Karlovy Vary International Film Festival
3029030	Bangkok International Film Festival
3403229	Primetime Emmy Award for Outstanding Directing for a Limited Series, Movie, or Dramatic Special
989453	Primetime Emmy Award for Outstanding Lead Actor in a Miniseries or a Movie
2227366	Robert Award for Best Documentary Feature
18912868	Amanda Award for Best Screenplay
1683205	Japan Academy Prize for Best Newcomer
80299429	European Film Academy Award For An Artistic Contribution
2288991	FAMAS Award for Best Actor
1870463	Los Angeles Film Critics Association Award for Best Supporting Actress
6393423	Kerala State Film Award - Special Jury Award
268200	Screen Actors Guild Award
6296877	Empire Award for Best British Actor
5569066	Phoenix Film Critics Society Award for Best Cast
5569172	San Diego Film Critics Society Award for Best Performance by an Ensemble
4835652	BIFA Award for Best Foreign Independent Film
492557	IIFA Award for Best Performance in a Negative Role
5120625	CineMAA Awards
4921557	Black Reel Award for Best Supporting Actor
7971821	Washington D.C. Area Film Critics Association Award for Best Supporting Actor
5579751	Golden Rooster Award for Best Actress
1045869	Yokohama Film Festival
23657400	Taurus World Stunt Awards for Best Fire Stunt
23701724	Film and Television Music Award for Top Box Office Films
2603323	Zee Cine Award for Best Female Debut
21184787	Bangladesh National Film Award for Best Film
4782153	Apsara Award for Best Actress in a Leading Role
7601593	Stardust Award for Star of the Year – Female
112259827	Best Film Producer (Egypt)
55757565	ANONIMUL International Independent Film Festival
951793	Havana Film Festival
16254643	Biarritz Film Festival
894586	Boston Society of Film Critics Award for Best Screenplay
5211230	Dallas-Fort Worth Film Critics Association Award for Best Supporting Actress
7826370	Toronto Film Critics Association Award for Best Supporting Actress
7413645	San Diego Film Critics Society Award for Best Adapted Screenplay
505425	Los Angeles Film Critics Association Award for Best Screenplay
7971808	Washington D.C. Area Film Critics Association Award for Best Adapted Screenplay
20748315	Prometheus Award - Special Award
8036239	World Soundtrack Award for Best Original Song Written Directly for a Film
918660	BAFTA Rising Star Award
425675	MTV Movie Award for Best Scared-As-S**t Performance
4782152	Apsara Award for Best Actor in a Supporting Role
891496	Bollywood Movie Award – Best Villain
4939854	Bollywood Movie Award – Best Supporting Actor
7601594	Stardust Award for Star of the Year – Male
1414508	Filmfare Award for Best Action
17010934	Stardust Award for Best Supporting Actor
19458641	Kanon prize for best screenplay
18907804	Amanda Award for Best Direction
5488643	Jussi Award for Best Sound Design
18693451	Finnish State Prize for Cinema
105086317	2003 Sitges Film Festival
1535542	Golden Calf for Best Director
4896813	Best Sports Movie ESPY Award
1763328	Alfred P. Sloan Prize
4921550	Black Reel Award for Best Director
5449102	Filmfare Award for Best Supporting Actor – Malayalam
4806821	Asianet Film Awards
1204810	German Film Award for Best Sound Design
23776824	European Film Academy Prix d'Excellence
2256107	Swiss Film Award/Special Jury Prize
28454790	Costume Designers Guild Award for Excellence in Period Film
96195458	Women Film Critics Circle Awards
6393448	Kerala State Film Award for Best Editor
4376971	Genie Award for Best Achievement in Costume Design
12808469	Golden Orange Best Supporting Actress Award
17995894	Grande Prêmio do Cinema Brasileiro for Best Actress
28095715	China Film Director's Guild Award for Best Actor
15727851	International Emmy Award for best TV movie or miniseries
11293547	2005 Czech Lion Awards
51879417	Medalla del Cercle d'Escriptors Cinematogràfics al millor guió original
3335042	prix de l'Âge d'or
1204998	German Cinematographer Award
1647268	Satellite Award for Best Costume Design
4806633	Asian Film Award for Best Supporting Actor
16977394	Mainichi Film Award for Best Actress
20649980	Tokyo Sports Film Award for Best Actress
28095713	China Film Director's Guild Award for Best Director
1071326	Un Certain Regard
4377007	Nika Award for best film
16591983	David Giovani
1169133	National Board of Review Award for Best Original Screenplay
930627	Polish Academy Award for Best Film
7601584	Stardust Award for Best Supporting Actress
1258522	First Steps Award
4835650	BIFA Award for Best British Independent Film
28226237	Houston Film Critics Society Award for Best Cinematography
3077281	Rembrandt Award
3861157	Monte-Carlo Film Festival de la Comédie
5944699	Málaga Film Festival
4769235	Annie Award for Voice Acting in a Feature Production
16987399	Bodil Award for Best Cinematographer
14094507	Sun in a Net Awards
1615920	Hessian Film Award
5971187	IIFA Award for Best Action
3394495	Mestre Mateo Awards
7914158	Vancouver Film Critics Circle Award for Best Actress
3827282	Las Vegas Film Critics Society Award for Best Actress
7186850	Phoenix Film Critics Society Award for Best Actress
7826367	Toronto Film Critics Association Award for Best Supporting Actor
3667647	Chicago Film Critics Association Award for Best Original Screenplay
1870460	Los Angeles Film Critics Association Award for Best Music
7569445	Southeastern Film Critics Association Award for Best Actress
3664507	Central Ohio Film Critics Association Award for Best Actress
1355247	New York Film Critics Circle Award for Best Screenplay
1371682	Satellite Award for Best Actress – Motion Picture
5211222	Dallas-Fort Worth Film Critics Association Award for Best Actress
4820684	August Derleth Award
4782155	Apsara Award for Best Debut Director
1408039	IIFA Award for Best Screenplay
91987431	Young Artist Award for Best Performance in a TV Series - Leading Young Actress
21509286	Chicago Film Critics Association Awards
382371	Guldbagge Award for Best Film
2665874	Screen Actors Guild Award for Outstanding Performance by a Stunt Ensemble in a Motion Picture
2268939	Valladolid International Film Festival
2634461	Goya Award for Best Animated Film
